entrez_id,gene_symbol,gene_name,organism,chromosome,map_location,summary,other_designations,chr_accession,chr_start,chr_stop,node_id
51011,FAHD2A,fumarylacetoacetate hydrolase domain containing 2A,Homo sapiens,2,2q11.1,"Enables oxaloacetate tautomerase activity. Involved in oxaloacetate metabolic process. Located in mitochondrion. [provided by Alliance of Genome Resources, Jul 2025]","oxaloacetate tautomerase FAHD2A, mitochondrial|fumarylacetoacetate hydrolase domain containing 1|fumarylacetoacetate hydrolase domain-containing protein 2A",NC_000002.12,95402707,95421655,119218
51013,EXOSC1,exosome component 1,Homo sapiens,10,10q24.1,"This gene encodes a core component of the exosome. The mammalian exosome is required for rapid degradation of AU rich element-containing RNAs but not for poly(A) shortening. The association of this protein with the exosome is mediated by protein-protein interactions with ribosomal RNA-processing protein 42 and ribosomal RNA-processing protein 46. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, Jan 2016]",exosome complex component CSL4|3'-5' exoribonuclease CSL4 homolog|exosomal core protein CSL4|homolog of yeast exosomal core protein CSL4,NC_000010.11,97446005,97435908,119220
51065,RPS27L,ribosomal protein S27 like,Homo sapiens,15,15q22.2,"This gene encodes a protein sharing 96% amino acid similarity with ribosomal protein S27, which suggests the encoded protein may be a component of the 40S ribosomal subunit. [provided by RefSeq, Jul 2008]",ribosomal protein eS27-like|40S ribosomal protein S27-like|small ribosomal subunit protein eS27-like,NC_000015.10,63157476,63148248,119256
51133,KCTD3,potassium channel tetramerization domain containing 3,Homo sapiens,1,1q41,"This gene encodes a member of the potassium channel tetramerization-domain containing (KCTD) protein family. Members of this protein family regulate the biophysical characteristics of ion channels. In mouse, this protein interacts with hyperpolarization-activated cyclic nucleotide-gated channel complex 3 and enhances its cell surface expression and current density. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2016]",BTB/POZ domain-containing protein KCTD3|NY-REN-45 antigen|potassium channel tetramerisation domain containing 3|renal carcinoma antigen NY-REN-45,NC_000001.11,215567303,215621806,119320
51149,C5orf45,MRN complex interacting protein,Homo sapiens,5,5q35.3,"Enables chromatin binding activity. Involved in several processes, including mitotic G2 DNA damage checkpoint signaling; positive regulation of protein kinase activity; and regulation of double-strand break repair. Located in Mre11 complex and nucleoplasm. [provided by Alliance of Genome Resources, Jul 2025]",MRN complex-interacting protein|MRN-interacting protein|UPF0544 protein C5orf45,NC_000005.10,179858816,179837275,119333
51512,GTSE1,G2 and S-phase expressed 1,Homo sapiens,22,22q13.31,"The protein encoded by this gene is only expressed in the S and G2 phases of the cell cycle, where it colocalizes with cytoplasmic tubulin and microtubules. In response to DNA damage, the encoded protein accumulates in the nucleus and binds the tumor suppressor protein p53, shuttling it out of the nucleus and repressing its ability to induce apoptosis. [provided by RefSeq, Jul 2008]",G2 and S phase-expressed protein 1|G-2 and S-phase expressed 1|Lnc_bc060912|protein B99 homolog,NC_000022.11,46296869,46330809,119580
54443,ANLN,"anillin, actin binding protein",Homo sapiens,7,7p14.2,"This gene encodes an actin-binding protein that plays a role in cell growth and migration, and in cytokinesis. The encoded protein is thought to regulate actin cytoskeletal dynamics in podocytes, components of the glomerulus. Mutations in this gene are associated with focal segmental glomerulosclerosis 8. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Oct 2014]",anillin,NC_000007.14,36389861,36453790,119959
54462,CCSER2,coiled-coil serine rich protein 2,Homo sapiens,10,10q23.1,"Predicted to enable microtubule binding activity. Predicted to be involved in microtubule bundle formation. Predicted to be located in cytoplasm and cytoskeleton. Predicted to be active in microtubule cytoskeleton. [provided by Alliance of Genome Resources, Jul 2025]","serine-rich coiled-coil domain-containing protein 2|family with sequence similarity 190, member B|protein FAM190B|protein GCAP14 homolog",NC_000010.11,84328588,84518516,119968
54478,FAM64A,PICALM interacting mitotic regulator,Homo sapiens,17,17p13.2,"Predicted to be involved in cell division. Located in nucleolus and nucleoplasm. [provided by Alliance of Genome Resources, Jul 2025]",protein PIMREG|CALM interacting protein expressed in thymus and spleen|CALM-interactor expressed in thymus and spleen|family with sequence similarity 64 member A|protein FAM64A|regulator of chromosome segregation 1|regulator of chromosome segregation protein 1,NC_000017.11,6444454,6451468,119983
54532,USP53,ubiquitin specific peptidase 53,Homo sapiens,4,4q26,"Enables K63-linked deubiquitinase activity. Predicted to be involved in response to auditory stimulus and sensory perception of sound. Predicted to act upstream of or within action potential; epithelial cell apoptotic process; and outer hair cell apoptotic process. Located in bicellular tight junction. Implicated in progressive familial intrahepatic cholestasis. [provided by Alliance of Genome Resources, Jul 2025]",ubiquitin carboxyl-terminal hydrolase 53|inactive ubiquitin carboxyl-terminal hydrolase 53|inactive ubiquitin-specific peptidase 53|ubiquitin specific protease 53|ubiquitin specific proteinase 53,NC_000004.12,119212600,119295517,120020
54680,ZNHIT6,zinc finger HIT-type containing 6,Homo sapiens,1,1p22.3,"Enables ATPase binding activity; TFIID-class transcription factor complex binding activity; and identical protein binding activity. Involved in box C/D snoRNP assembly; protein complex oligomerization; and snoRNA localization. Located in extracellular exosome. Part of pre-snoRNP complex. [provided by Alliance of Genome Resources, Jul 2025]","box C/D snoRNA protein 1|box C/D snoRNA essential 1 homolog|serologically defined breast cancer antigen NY-BR-75|zinc finger HIT domain-containing protein 6|zinc finger, HIT type 6",NC_000001.11,85708432,85649416,120099
54790,TET2,tet methylcytosine dioxygenase 2,Homo sapiens,4,4q24,"The protein encoded by this gene is a methylcytosine dioxygenase that catalyzes the conversion of methylcytosine to 5-hydroxymethylcytosine. The encoded protein is involved in myelopoiesis, and defects in this gene have been associated with several myeloproliferative disorders. Two variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2011]",methylcytosine dioxygenase TET2|probable methylcytosine dioxygenase TET2|ten-eleven translocation 2|tet oncogene family member 2,NC_000004.12,105145874,105279802,120151
54890,ALKBH5,"alkB homolog 5, RNA demethylase",Homo sapiens,17,17p11.2,"Enables mRNA N6-methyladenosine dioxygenase activity and molecular condensate scaffold activity. Involved in membraneless organelle assembly; post-transcriptional regulation of gene expression; and response to hypoxia. Acts upstream of or within regulation of mRNA export from nucleus and regulation of mRNA processing. Located in Golgi apparatus; cytosol; and nuclear speck. Is active in paraspeckles. [provided by Alliance of Genome Resources, Jul 2025]","RNA demethylase ALKBH5|AlkB family member 5, RNA demethylase|alkB, alkylation repair homolog 5|alkylated DNA repair protein alkB homolog 5|alpha-ketoglutarate-dependent dioxygenase alkB homolog 5|oxoglutarate and iron-dependent oxygenase domain containing|probable alpha-ketoglutarate-dependent dioxygenase ABH5",NC_000017.11,18183827,18209953,120237
54976,C20orf27,adipose secreted signaling protein,Homo sapiens,20,20p13,"Enables protein phosphatase 1 binding activity. Involved in positive regulation of non-canonical NF-kappaB signal transduction and positive regulation of transforming growth factor beta receptor signaling pathway. Predicted to be located in extracellular space. [provided by Alliance of Genome Resources, Jul 2025]",adipose-secreted signaling protein|UPF0687 protein C20orf27,NC_000020.11,3768387,3753507,120312
54982,CLN6,CLN6 transmembrane ER protein,Homo sapiens,15,15q23,"This gene is one of eight which have been associated with neuronal ceroid lipofuscinoses (NCL). Also referred to as Batten disease, NCL comprises a class of autosomal recessive, neurodegenerative disorders affecting children. The genes responsible likely encode proteins involved in the degradation of post-translationally modified proteins in lysosomes. The primary defect in NCL disorders is thought to be associated with lysosomal storage function. [provided by RefSeq, Oct 2008]","ceroid-lipofuscinosis neuronal protein 6|ceroid-lipofuscinosis neuronal 6 late infantile|ceroid-lipofuscinosis, neuronal 6, late infantile",NC_000015.10,68257210,68206991,120318
55731,FAM222B,family with sequence similarity 222 member B,Homo sapiens,17,17q11.2,"Located in nucleoplasm. [provided by Alliance of Genome Resources, Jul 2025]",protein FAM222B|uncharacterized protein C17orf63,NC_000017.11,28855003,28755979,120850
55915,LANCL2,LanC like glutathione S-transferase 2,Homo sapiens,7,7p11.2,"Enables phosphatidylinositol-3-phosphate binding activity; phosphatidylinositol-4-phosphate binding activity; and phosphatidylinositol-5-phosphate binding activity. Involved in negative regulation of DNA-templated transcription and positive regulation of abscisic acid-activated signaling pathway. Located in several cellular components, including cortical actin cytoskeleton; cytosol; and nucleoplasm. [provided by Alliance of Genome Resources, Jul 2025]",lanC-like protein 2|G protein-coupled receptor 69B|LanC (bacterial lantibiotic synthetase component C)-like 2|LanC lantibiotic synthetase component C-like 2|LanC like 2|testis-specific adriamycin sensitivity protein,NC_000007.14,55365336,55433736,120998
56111,PCDHGA4,"protocadherin gamma subfamily A, 4",Homo sapiens,5,5q31.3,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",protocadherin gamma-A4,NC_000005.10,141355020,141512974,121051
56257,MEPCE,methylphosphate capping enzyme,Homo sapiens,7,7q22.1,"Enables 7SK snRNA binding activity and RNA 5'-gamma-phosphate methyltransferase activity. Involved in RNA modification; positive regulation of protein localization to Cajal body; and positive regulation of snRNA transcription by RNA polymerase II. Located in nucleus. Part of 7SK snRNP. [provided by Alliance of Genome Resources, Jul 2025]","7SK snRNA methylphosphate capping enzyme|bicoid-interacting protein 3 homolog|bin3 homolog|bin3, bicoid-interacting 3, homolog",NC_000007.14,100428789,100434117,121122
56890,MDM1,Mdm1 nuclear protein,Homo sapiens,12,12q15,"This gene encodes a microtubule-binding nuclear protein that localizes to the centrioles of dividing cells and differentiating multiciliated cells and negatively regulates centriole duplication. The encoded protein is closely associated with the centriole barrel, and resides in the centriole lumen. Naturally-occurring mutations in the orthologous mouse gene are associated with age-related retinal degeneration. [provided by RefSeq, Feb 2019]","nuclear protein MDM1|Mdm4, transformed 3T3 cell double minute 1, p53 binding protein|nuclear protein double minute 1",NC_000012.12,68332361,68294565,121220
56905,C15orf39,chromosome 15 open reading frame 39,Homo sapiens,15,15q24.2,"Located in cytosol. [provided by Alliance of Genome Resources, Jul 2025]",uncharacterized protein C15orf39,NC_000015.10,75198888,75212168,121235
56910,STARD7,StAR related lipid transfer domain containing 7,Homo sapiens,2,2q11.2,"Predicted to enable molecular carrier activity. Predicted to be involved in ubiquinone biosynthetic process. Predicted to act upstream of or within several processes, including establishment of skin barrier; mucociliary clearance; and myeloid dendritic cell activation. Located in mitochondrion. Implicated in familial adult myoclonic epilepsy 2. [provided by Alliance of Genome Resources, Apr 2025]","stAR-related lipid transfer protein 7, mitochondrial|START domain containing 7|START domain-containing protein 7|StAR-related lipid transfer (START) domain containing 7|benign adult familial myoclonic epilepsy 2|cortical myoclonus and epilepsy, autosomal dominant|familial adult myoclonic epilepsy 2|familial cortical myoclonic tremor with epilepsy 2|gestational trophoblastic tumor protein 1",NC_000002.12,96208826,96184858,121238
57181,SLC39A10,solute carrier family 39 member 10,Homo sapiens,2,2q32.3,"Zinc is an essential cofactor for hundreds of enzymes. It is involved in protein, nucleic acid, carbohydrate, and lipid metabolism, as well as in the control of gene transcription, growth, development, and differentiation. SLC39A10 belongs to a subfamily of proteins that show structural characteristics of zinc transporters (Taylor and Nicholson, 2003 [PubMed 12659941]).[supplied by OMIM, Mar 2008]","zinc transporter ZIP10|ZIP-10|ZRT/IRT-like protein 10|solute carrier family 39 (metal ion transporter), member 10|solute carrier family 39 (zinc transporter), member 10|zinc transporter 10|zrt- and Irt-like protein 10",NC_000002.12,195613028,195737699,121430
57532,NUFIP2,nuclear FMR1 interacting protein 2,Homo sapiens,17,17q11.2,"Enables RNA binding activity. Located in several cellular components, including cytoplasmic stress granule; nuclear body; and ribosome. [provided by Alliance of Genome Resources, Jul 2025]","FMR1-interacting protein NUFIP2|82 kDa FMRP-interacting protein|82-kD FMRP Interacting Protein|FMRP-interacting protein 2|NUFIP2, FMR1 interacting protein 2|cell proliferation-inducing gene 1 protein|proliferation-inducing gene 1",NC_000017.11,29294147,29255838,121591
57587,CFAP97,cilia and flagella associated protein 97,Homo sapiens,4,4q35.1,,cilia- and flagella-associated protein 97,NC_000004.12,185210247,185159664,121639
57636,ARHGAP23,Rho GTPase activating protein 23,Homo sapiens,17,17q12,"The RHO (see ARHA; MIM 165390) family of small GTPases are involved in signal transduction through transmembrane receptors, and they are inactive in the GDP-bound form and active in the GTP-bound form. GTPase-activating proteins, such as ARHGAP23, inactivate RHO family proteins by stimulating their hydrolysis of GTP (Katoh and Katoh, 2004 [PubMed 15254754]).[supplied by OMIM, Mar 2008]",rho GTPase-activating protein 23|rho-type GTPase-activating protein 23,NC_000017.11,38419274,38512384,121677
57662,CAMSAP3,calmodulin regulated spectrin associated protein family member 3,Homo sapiens,19,19p13.2,"Enables actin filament binding activity and microtubule minus-end binding activity. Involved in several processes, including microtubule cytoskeleton organization; regulation of organelle organization; and zonula adherens maintenance. Located in cytoplasm; microtubule cytoskeleton; and zonula adherens. [provided by Alliance of Genome Resources, Apr 2025]","calmodulin-regulated spectrin-associated protein 3|protein phosphatase 1, regulatory subunit 80",NC_000019.10,7595862,7618303,121695
57690,TNRC6C,trinucleotide repeat containing adaptor 6C,Homo sapiens,17,17q25.3,"Predicted to enable RNA binding activity. Involved in miRNA-mediated post-transcriptional gene silencing; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay; and positive regulation of nuclear-transcribed mRNA poly(A) tail shortening. Predicted to be located in cytosol. Predicted to be active in P-body and nucleoplasm. [provided by Alliance of Genome Resources, Jul 2025]",trinucleotide repeat-containing gene 6C protein|trinucleotide repeat containing 6C,NC_000017.11,77957556,78108834,121716
58524,DMRT3,doublesex and mab-3 related transcription factor 3,Homo sapiens,9,9p24.3,"Enables sequence-specific double-stranded DNA binding activity. Predicted to be involved in male sex differentiation and regulation of transcription by RNA polymerase II. Predicted to act upstream of or within several processes, including adult walking behavior; regulation of odontogenesis of dentin-containing tooth; and ventral spinal cord interneuron specification. Predicted to be located in chromatin. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Jul 2025]",doublesex- and mab-3-related transcription factor 3|DMRT-like family A3|testis-specific protein,NC_000009.12,976654,991731,121844
59272,ACE2,angiotensin converting enzyme 2,Homo sapiens,X,Xp22.2,"The protein encoded by this gene belongs to the angiotensin-converting enzyme family of dipeptidyl carboxydipeptidases and has considerable homology to human angiotensin 1 converting enzyme. This secreted protein catalyzes the cleavage of angiotensin I into angiotensin 1-9, and angiotensin II into the vasodilator angiotensin 1-7. ACE2 is known to be expressed in various human organs, and its organ- and cell-specific expression suggests that it may play a role in the regulation of cardiovascular and renal function, as well as fertility. In addition, the encoded protein is a functional receptor for the spike glycoprotein of the human coronavirus HCoV-NL63 and the human severe acute respiratory syndrome coronaviruses, SARS-CoV and SARS-CoV-2, the latter is the causative agent of coronavirus disease-2019 (COVID-19). Multiple splice variants have been found for this gene and the dACE2 (or MIRb-ACE2) splice variant has been found to be interferon inducible. [provided by RefSeq, Nov 2020]",angiotensin-converting enzyme 2|ACE-related carboxypeptidase|angiotensin I converting enzyme (peptidyl-dipeptidase A) 2|angiotensin I converting enzyme 2|angiotensin-converting enzyme homolog|angiotensin-converting enzyme-related carboxypeptidase|metalloprotease MPROT15|peptidyl-dipeptidase A,NC_000023.11,15607210,15518196,121864
60509,AGBL5,AGBL carboxypeptidase 5,Homo sapiens,2,2p23.3,"This gene encodes a metallocarboxypeptidase involved in protein deglutamylation and a member of the peptidase M14 family of proteins. The encoded protein has been described as a ""dual-functional"" deglutamylase that can remove glutamate residues from both carboxyl termini and side chains of protein substrates. This deglutamylase activity may be important in antiviral immunity. Mutations in this gene are associated with retinitis pigmentosa. [provided by RefSeq, Jul 2016]",cytosolic carboxypeptidase-like protein 5|ATP/GTP binding protein like 5|cytosolic carboxypeptidase 5|protein deglutamylase CCP5,NC_000002.12,27050363,27070617,121935
60526,C2orf43,lipid droplet associated hydrolase,Homo sapiens,2,2p24.1,"Predicted to enable sterol ester esterase activity. Involved in cholesterol homeostasis and intracellular triglyceride homeostasis. Acts upstream of with a positive effect on lipid droplet fusion. Located in endoplasmic reticulum and lipid droplet. [provided by Alliance of Genome Resources, Jul 2025]",lipid droplet-associated hydrolase|UPF0554 protein C2orf43|lipid droplet-associated serine hydrolase,NC_000002.12,20823100,20682488,121936
64320,RNF25,ring finger protein 25,Homo sapiens,2,2q35,"The protein encoded by this gene contains a RING finger motif. The mouse counterpart of this protein has been shown to interact with Rela, the p65 subunit of NF-kappaB (NFKB), and modulate NFKB-mediated transcription activity. The mouse protein also binds ubiquitin-conjugating enzymes (E2s) and is a substrate for E2-dependent ubiquitination. [provided by RefSeq, Jul 2008]",E3 ubiquitin-protein ligase RNF25|RING-type E3 ubiquitin transferase RNF25|ring finger protein AO7,NC_000002.12,218672001,218663891,122133
65108,MARCKSL1,MARCKS like 1,Homo sapiens,1,1p35.1,"This gene encodes a member of the myristoylated alanine-rich C-kinase substrate (MARCKS) family. Members of this family play a role in cytoskeletal regulation, protein kinase C signaling and calmodulin signaling. The encoded protein affects the formation of adherens junction. Alternative splicing results in multiple transcript variants. Pseudogenes of this gene are located on the long arm of chromosomes 6 and 10. [provided by RefSeq, Jun 2012]",MARCKS-related protein|MARCKS-like protein 1|mac-MARCKS|macrophage myristoylated alanine-rich C kinase substrate,NC_000001.11,32336232,32333838,122395
79465,ULBP3,UL16 binding protein 3,Homo sapiens,6,6q25.1,"The protein encoded by this gene is one of several related ligands of the KLRK1/NKG2D receptor, which is found in primary NK cells. Binding of these ligands to the receptor activates several signal transduction pathways, including the JAK2, STAT5, and ERK pathways. The encoded protein is expressed solubly and on the surface of many tumor cells, making it potentially an important target for therapeutics. [provided by RefSeq, Nov 2015]",UL16-binding protein 3|ALCAN-gamma|NKG2D ligand 3|retinoic acid early transcript 1N,NC_000006.12,150069120,150061052,122673
79649,MAP7D3,MAP7 domain containing 3,Homo sapiens,X,Xq26.3,"The protein encoded by this gene belongs to the MAP7 (microtubule-associated protein 7) family. Alternatively spliced transcript variants encoding different isoforms have been found. [provided by RefSeq, Mar 2010]",MAP7 domain-containing protein 3,NC_000023.11,136256481,136213219,122777
79921,TCEAL4,transcription elongation factor A like 4,Homo sapiens,X,Xq22.2,"This gene encodes a member of the transcription elongation factor A (SII)-like (TCEAL) gene family. This family is comprised of nuclear phosphoproteins that modulate transcription in a promoter context-dependent manner. Multiple family members are located on the X chromosome. Alternatively splicing results in multiple transcript variants. There is a pseudogene for this gene on chromosome 13. [provided by RefSeq, Apr 2015]",transcription elongation factor A protein-like 4|TCEA-like protein 4|epididymis secretory sperm binding protein|transcription elongation factor A (SII)-like 4|transcription elongation factor S-II protein-like 4,NC_000023.11,103576230,103587728,122998
80139,ZNF703,zinc finger protein 703,Homo sapiens,8,8p11.23,"Predicted to enable DNA-binding transcription factor binding activity and zinc ion binding activity. Involved in several processes, including cellular response to estradiol stimulus; positive regulation of mammary gland epithelial cell proliferation; and regulation of transforming growth factor beta receptor signaling pathway. Located in cytoplasm and nuclear matrix. Part of protein-containing complex. [provided by Alliance of Genome Resources, Jul 2025]",zinc finger protein 703|zinc finger elbow-related proline domain protein 1,NC_000008.11,37695781,37700018,123134
80381,CD276,CD276 molecule,Homo sapiens,15,15q24.1,"The protein encoded by this gene belongs to the immunoglobulin superfamily, and thought to participate in the regulation of T-cell-mediated immune response. Studies show that while the transcript of this gene is ubiquitously expressed in normal tissues and solid tumors, the protein is preferentially expressed only in tumor tissues. Additionally, it was observed that the 3' UTR of this transcript contains a target site for miR29 microRNA, and there is an inverse correlation between the expression of this protein and miR29 levels, suggesting regulation of expression of this gene product by miR29. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2011]",CD276 antigen|B7 homolog 3|costimulatory molecule,NC_000015.10,73683943,73714513,123260
81555,YIPF5,Yip1 domain family member 5,Homo sapiens,5,5q31.3,"Involved in insulin processing and regulation of ER to Golgi vesicle-mediated transport. Located in Golgi apparatus; endoplasmic reticulum; and nucleoplasm. [provided by Alliance of Genome Resources, Jul 2025]",protein YIPF5|YIP1 family member 5|YPT-interacting protein 1 A|five-pass transmembrane protein localizing in the Golgi apparatus and the endoplasmic reticulum 5|golgi membrane protein SB140|smooth muscle cell associated protein 5,NC_000005.10,144170658,144158161,123519
81610,FAM83D,family with sequence similarity 83 member D,Homo sapiens,20,20q11.23,"Enables kinesin binding activity; microtubule binding activity; and protein kinase binding activity. Involved in several processes, including positive regulation of cell cycle G1/S phase transition; protein localization to mitotic spindle; and regulation of intracellular signal transduction. Located in cytosol; intercellular bridge; and mitotic spindle pole. [provided by Alliance of Genome Resources, Jul 2025]",protein FAM83D|spindle protein CHICA,NC_000020.11,38926416,38953105,123547
81624,DIAPH3,diaphanous related formin 3,Homo sapiens,13,13q21.2,"This gene encodes a member of the diaphanous subfamily of the formin family. Members of this family are involved in actin remodeling and regulate cell movement and adhesion. Mutations in this gene are associated with autosomal dominant auditory neuropathy 1. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Apr 2012]",protein diaphanous homolog 3|diaphanous homolog 3,NC_000013.11,60163927,59665582,123559
81930,KIF18A,kinesin family member 18A,Homo sapiens,11,11p14.1,"KIF18A is a member of the kinesin superfamily of microtubule-associated molecular motors (see MIM 148760) that use hydrolysis of ATP to produce force and movement along microtubules (Luboshits and Benayahu, 2005 [PubMed 15878648]).[supplied by OMIM, Aug 2008]","kinesin-like protein KIF18A|protein phosphatase 1, regulatory subunit 99",NC_000011.10,28108155,28020618,123630
83640,FAM103A1,RNA guanine-7 methyltransferase activating subunit,Homo sapiens,15,15q25.2,"Enables RNA binding activity and enzyme activator activity. Involved in 7-methylguanosine mRNA capping. Located in nucleus. Part of mRNA cap methyltransferase RNMT:RAMAC complex and mRNA capping enzyme complex. [provided by Alliance of Genome Resources, Jul 2025]",RNA guanine-N7 methyltransferase activating subunit|RNMT activating mRNA cap methyltransferase subunit|RNMT-activating mini protein|family with sequence similarity 103 member A1|protein FAM103A1,NC_000015.10,82986209,82991056,123704
84080,ENKD1,enkurin domain containing 1,Homo sapiens,16,16q22.1,"Enables alpha-tubulin binding activity and microtubule binding activity. Involved in establishment of mitotic spindle orientation and non-motile cilium assembly. Located in microtubule cytoskeleton and plasma membrane. [provided by Alliance of Genome Resources, Jul 2025]",enkurin domain-containing protein 1,NC_000016.10,67666749,67662944,123875
84498,FAM120B,family with sequence similarity 120 member B,Homo sapiens,6,6q27,"Predicted to be involved in fat cell differentiation and peroxisome proliferator activated receptor signaling pathway. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Jul 2025]",constitutive coactivator of peroxisome proliferator-activated receptor gamma|PPARG constitutive coactivator 1|PPARgamma constitutive coactivator 1|constitutive coactivator of PPAR-gamma|family with sequence similarity 120B|senataxin-associated nuclease 1,NC_000006.12,170290702,170407066,124101
84726,PRRC2B,proline rich coiled-coil 2B,Homo sapiens,9,9q34.13,"Enables RNA binding activity. Predicted to be involved in cell differentiation. Predicted to act upstream of or within in utero embryonic development. [provided by Alliance of Genome Resources, Jul 2025]",protein PRRC2B|HLA-B associated transcript 2-like|HLA-B-associated transcript 2-like 1|proline-rich coiled-coil protein 2B|protein BAT2-like 1,NC_000009.12,131373650,131500192,124226
84844,PHF5A,PHD finger protein 5A,Homo sapiens,22,22q13.2,"This gene encodes a subunit of the splicing factor 3b protein complex. Splicing factor 3b, together with splicing factor 3a and a 12S RNA unit, forms the U2 small nuclear ribonucleoproteins complex (U2 snRNP). The splicing factor 3b/3a complex binds pre-mRNA upstream of the intron's branch site in a sequence-independent manner and may anchor the U2 snRNP to the pre-mRNA. The protein encoded by this gene contains a PHD-finger-like domain that is flanked by highly basic N- and C-termini. This protein belongs to the PHD-finger superfamily and may act as a chromatin-associated protein. This gene has several pseudogenes on different chromosomes. [provided by RefSeq, Jul 2008]","PHD finger-like domain-containing protein 5A|PHD finger-like domain protein 5A|PHD-finger 5a|splicing factor 3B associated 14 kDa protein|splicing factor 3b, subunit 7",NC_000022.11,41468691,41459716,124296
90060,CCDC120,coiled-coil domain containing 120,Homo sapiens,X,Xp11.23,"This gene encodes a protein that contains a coiled-coil domain. Several alternatively spliced transcript variants encoding multiple isoforms have been found for this gene. [provided by RefSeq, Nov 2012]",coiled-coil domain-containing protein 120,NC_000023.11,49053571,49069857,124658
90850,ZNF598,"zinc finger protein 598, E3 ubiquitin ligase",Homo sapiens,16,16p13.3,"Zinc-finger proteins bind nucleic acids and play important roles in various cellular functions, including cell proliferation, differentiation, and apoptosis. This protein and Grb10-interacting GYF protein 2 have been identified as a components of the mammalian 4EHP (m4EHP) complex. The complex is thought to function as a translation repressor in embryonic development. [provided by RefSeq, Oct 2012]",E3 ubiquitin-protein ligase ZNF598,NC_000016.10,2009820,1997653,124771
91039,DPP9,dipeptidyl peptidase 9,Homo sapiens,19,19p13.3,"This gene encodes a protein that is a member of the S9B family in clan SC of the serine proteases. The protein has been shown to have post-proline dipeptidyl aminopeptidase activity, cleaving Xaa-Pro dipeptides from the N-termini of proteins. Although the activity of this protein is similar to that of dipeptidyl peptidase 4 (DPP4), it does not appear to be membrane bound. In general, dipeptidyl peptidases appear to be involved in the regulation of the activity of their substrates and have been linked to a variety of diseases including type 2 diabetes, obesity and cancer. Several transcript variants of this gene have been described but not fully characterized. [provided by RefSeq, Jul 2008]",dipeptidyl peptidase 9|dipeptidyl peptidase IV-related protein-2|dipeptidyl peptidase IX|dipeptidyl peptidase-like protein 9,NC_000019.10,4723841,4675226,124789
91057,CCDC34,coiled-coil domain containing 34,Homo sapiens,11,11p14.1,"Involved in spermatogenesis. Located in sperm midpiece. Implicated in spermatogenic failure 76. [provided by Alliance of Genome Resources, Jul 2025]",coiled-coil domain-containing protein 34|NY-REN-41 antigen|renal carcinoma antigen NY-REN-41,NC_000011.10,27363214,27338511,124792
91179,SCARF2,scavenger receptor class F member 2,Homo sapiens,22,22q11.21,"The protein encoded by this gene is similar to  SCARF1/SREC-I, a scavenger receptor protein that mediates the binding and degradation of acetylated low density lipoprotein (Ac-LDL). This protein has only little activity of internalizing modified low density lipoproteins (LDL), but it can interact with SCARF1 through its extracellular domain. The association of this protein with SCARF1 is suppressed by the presence of scavenger ligands. Alternatively spliced transcript variants encoding distinct isoforms have been reported. [provided by RefSeq, Jul 2008]",scavenger receptor class F member 2|scavenger receptor expressed by endothelial cells 2 protein,NC_000022.11,20437824,20424583,124803
93185,IGSF8,immunoglobulin superfamily member 8,Homo sapiens,1,1q23.2,"This gene encodes a member the EWI subfamily of the immunoglobulin protein superfamily. Members of this family contain a single transmembrane domain, an EWI (Glu-Trp-Ile)-motif and a variable number of immunoglobulin domains. This protein interacts with the tetraspanins CD81 and CD9 and may regulate their role in certain cellular functions including cell migration and viral infection. The encoded protein may also function as a tumor suppressor by inhibiting the proliferation of certain cancers. Alternate splicing results in multiple transcript variants that encode the same protein. [provided by RefSeq, Sep 2011]",immunoglobulin superfamily member 8|CD81 partner 3|glu-Trp-Ile EWI motif-containing protein 2|keratinocytes-associated transmembrane protein 4|prostaglandin regulatory-like protein,NC_000001.11,160099467,160091338,125011
